index,City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
198,MULLICA HILL,NJ,8062,"WACHOVIA SBA LENDING, INC.",CA,621111,5,2,0,5,1,1,0,N,395700,0,395700,296775,0
199,SEATTLE,WA,98109,HERITAGE BANK,WA,722211,17,2,5,12,78760,1,0,N,125000,0,125000,93750,0
200,LODI,CA,95240,CAPITAL ONE NATL ASSOC,VA,722320,1,1,3,1,0,1,N,N,35000,0,35000,17500,1
201,HURRICANE,UT,84737,STATE BANK OF SOUTHERN UTAH,UT,423810,7,1,0,7,0,1,N,N,50300,0,50300,25150,0
202,FORT WORTH,TX,76106,NATL BK OF TEXAS AT FT WORTH,TX,0,5,2,0,0,0,0,N,N,100000,0,100000,90000,1
203,HILLSBORO,KS,67063,HILLSBORO STATE BANK,KS,115113,3,1,0,0,1,0,N,Y,76500,0,76500,61200,0
204,ESSEX,MD,21221,REGAL BANK & TRUST,MD,811111,2,1,0,2,1,1,0,N,60000,0,60000,30000,0
205,DALLAS,TX,75209,UNITED CENTRAL BANK,TX,812320,5,2,0,0,1,0,0,N,150000,0,150000,112500,0
206,INDIANAPOLIS,IN,46219,PREMIER CAPITAL CORPORATION,IN,339991,32,1,4,28,1,0,N,N,124000,0,124000,124000,0
207,Blackfoot,ID,83221,CELTIC BANK CORPORATION,UT,811192,2,2,2,2,0,1,N,N,545000,0,545000,408750,0
208,MIAMI,FL,33147,BANCO POPULAR NORTH AMERICA,NY,424420,6,1,1,6,1,1,Y,N,106843,0,50000,25000,0
209,SAN ANTONIO,TX,78244,SECURITY SERVICE FCU,TX,812310,2,2,0,0,1,1,0,Y,105900,0,105900,90015,0
210,SPRING,TX,77388,BBCN BANK,CA,339999,4,2,6,4,0,1,N,N,5000,0,5000,4250,1
211,OCONOMOWOC,WI,53066,CAPITAL ONE NATL ASSOC,VA,336999,12,1,0,12,0,1,N,N,100000,0,100000,50000,1
212,PARAMOUNT,CA,90723,U.S. BANK NATIONAL ASSOCIATION,OH,541860,30,1,10,40,0,1,Y,N,47378,0,25000,12500,0
213,PARKERSBURG,WV,26101,BRANCH BK. & TR CO,WV,0,2,1,0,0,1,0,N,Y,40000,0,40000,32000,0
214,GARDNERVILLE,NV,89410,NEVADA ST. DEVEL CORP,NV,624410,20,1,10,0,1,2,N,N,144000,0,144000,144000,0
215,STEVENS POINT,WI,54481,BMO HARRIS BK NATL ASSOC,IL,713940,4,1,0,0,1,0,N,Y,11000,0,11000,8800,0
216,COLD SPRING,MN,56320,GRANITE COMMUNITY BANK,MN,811192,2,2,0,0,1,0,N,Y,66000,0,66000,52800,0
217,UNION CITY,NJ,7087,BANK OF AMERICA NATL ASSOC,NC,0,5,1,0,0,1,0,Y,N,112500,0,75000,37500,0
218,GRAVETTE,AR,72736,BANK OF AMERICA NATL ASSOC,NC,112320,2,1,0,0,1,0,N,N,485000,0,485000,363750,0
219,TALLAHASSEE,FL,32312,FIRST NATL BK N.W. FLORIDA,FL,448130,3,1,0,0,1,0,N,Y,75000,0,75000,67500,0
220,BALTIMORE HIGHLANDS,MD,21220,MANUFACTURERS & TRADERS TR CO,MD,721199,3,1,0,3,1,1,Y,N,55885,0,50000,25000,0
221,CHESTERFIELD,MO,63017,COMMERCE BANK,MO,0,2,2,0,0,1,0,N,Y,100000,0,100000,80000,0
222,ROSEVILLE,CA,95677,SBA - EDF ENFORCEMENT ACTION,CO,441210,385,1,60,0,1,1,0,N,1000000,0,1000000,1000000,0
223,PHOENIX,AZ,85012,BANK OF AMERICA NATL ASSOC,NC,611430,5,1,0,5,1,1,Y,N,120000,0,100000,50000,0
224,FILER,ID,83328,D. L. EVANS BANK,ID,332311,5,1,0,0,1,2,N,N,256000,0,256000,192000,0
225,LONG BEACH,CA,90807,BANK OF AMERICA NATL ASSOC,NC,422610,1,1,0,1,1,1,Y,N,16000,0,10000,5000,0
226,MCKINNEY,TX,75070,UNITED CENTRAL BANK,TX,451110,3,1,0,0,1,1,N,N,100000,0,100000,85000,1
227,LYNNWOOD,WA,98037,WELLS FARGO BANK NATL ASSOC,CA,541519,12,1,0,12,1,1,0,N,322000,0,322000,241500,0
228,COUNCIL BLUFFS,IA,51503,U.S. BANK NATIONAL ASSOCIATION,OH,524210,3,1,0,3,0,1,Y,N,33220,0,20000,10000,0
229,LUBBOCK,TX,79453,WELLS FARGO BANK NATL ASSOC,SD,517212,32,1,0,32,1,1,Y,N,300000,0,300000,150000,0
230,LOUISVILLE,KY,40242,REPUBLIC BANK & TRUST COMPANY,KY,0,4,1,0,0,87001,0,0,Y,15760,0,15760,14184,0
231,HOUSTON,TX,77088,BBCN BANK,CA,624410,1,2,0,1,0,1,N,N,10000,0,10000,8500,0
232,BOULDER,CO,80303,U.S. BANK NATIONAL ASSOCIATION,OH,211112,1,1,0,1,0,1,Y,N,117552,0,100000,50000,1
233,WEST HAVEN,UT,84401,UTAH CERT. DEVEL CO,UT,811121,7,1,8,0,1,2,N,N,383000,0,383000,383000,0
234,CLACKAMAS,OR,97015,U.S. BANK NATIONAL ASSOCIATION,OH,425120,3,1,0,3,1,1,Y,N,106560,0,50000,25000,0
235,Birmingham,MI,48009,"PNC BANK, NATIONAL ASSOCIATION",DE,448130,1,2,3,1,1,1,Y,N,84721,0,25000,12500,0
236,BOSTON,MA,2118,NEW ENGLAND CERT. DEVEL CORP,MA,422460,70,1,20,20,1,0,N,N,669000,0,669000,669000,0
237,SPARTANBURG,SC,28784,REGIONS BANK,AL,311920,2,1,2,2,1,1,0,N,249760,0,250000,187500,0
238,LOS ANGELES,CA,90032,WILSHIRE BANK,CA,422990,7,1,0,7,1,1,0,N,303000,0,303000,227250,0
239,AURORA,IL,60506,SMALL BUS. GROWTH CORP,IL,453910,16,1,4,0,63897,1,N,N,496000,0,496000,496000,0
240,ARDMORE,OK,73401,BANCFIRST,OK,0,5,2,0,0,1,1,N,N,115000,0,115000,86250,0
241,LAKE VILLA,IL,60046,JPMORGAN CHASE BANK NATL ASSOC,IL,812320,3,1,0,0,1,0,N,Y,100000,0,100000,87500,0
242,BRIGHAM,UT,84302,MOUNTAIN W. BANK A DIVISION OF,ID,621310,1,2,0,0,1,2,0,Y,25000,0,25000,21250,0
243,MILWAUKEE,WI,53212,BMO HARRIS BK NATL ASSOC,IL,327212,8,1,0,0,1,1,Y,N,38350,0,25000,12500,0
244,STAMFORD,CT,6902,BANK OF AMERICA NATL ASSOC,RI,811121,1,1,2,3,1,1,Y,N,111750,0,80000,40000,0
245,QUEENS,NY,11421,JPMORGAN CHASE BANK NATL ASSOC,IL,235920,1,1,0,0,1,0,0,N,20000,0,20000,10000,0
246,SNOHOMISH,WA,98036,BANK OF AMERICA NATL ASSOC,WA,621210,6,1,0,0,1,0,0,N,484000,0,484000,338800,0
247,BAKERSFIELD,CA,93308,CITIZENS BUSINESS BANK,CA,0,8,1,0,0,1,0,N,N,105000,0,105000,64050,0
248,HAYWARD,CA,94545,WELLS FARGO BANK NATL ASSOC,SD,423690,2,1,0,2,1,1,0,N,100000,0,100000,85000,0
249,EAST SAINT LOUIS,IL,62201,U.S. BANK NATIONAL ASSOCIATION,OH,0,8,1,0,0,1,0,N,Y,80000,0,80000,72000,0
250,JACKSONVILLE,FL,32218,IBERIABANK,FL,541330,12,1,1,0,1,1,0,N,700000,0,700000,525000,1
251,ROCHESTER,NY,14610,MANUFACTURERS & TRADERS TR CO,NY,448120,3,1,0,0,1,0,N,Y,50000,0,50000,45000,0
252,LOGAN,UT,84321,BANK OF UTAH,UT,0,2,1,0,0,1,0,N,N,82000,0,82000,67240,0
253,TEMECULA,CA,92591,ALTAPACIFIC BANK,CA,445299,4,1,0,0,1,1,N,N,145000,0,145000,123250,0
254,PHILADELPHIA,PA,19103,CITIZENS BANK NATL ASSOC,RI,561320,25,1,0,25,1,1,N,N,74996,0,75000,37500,1
255,EUREKA,CA,95501,UMPQUA BANK,OR,721110,15,2,0,15,1,2,0,N,1600000,0,1600000,1200000,0
256,PHOENIX,AZ,85004,SOUTHWESTERN BUS. FINANCING CO,AZ,0,35,1,10,25,1,0,N,N,825000,0,825000,825000,0
257,MERCED,CA,95340,"READYCAP LENDING, LLC",CA,722211,6,1,6,0,89769,1,0,N,338000,0,338000,253500,0
258,HARTWOOD,VA,22406,MANUFACTURERS & TRADERS TR CO,MD,0,1,2,0,0,1,1,N,N,60000,0,60000,48000,0
259,ATHENS,GA,30606,QUANTUM NATIONAL BANK,GA,445310,2,2,1,2,1,1,0,N,175000,0,175000,131250,0
260,BARUCH,NY,11219,"CITIBANK, N.A.",NY,812310,2,2,2,0,1,1,0,N,50000,0,50000,25000,0
261,VERONA,PA,15147,DOLLAR BANK A FED. SAVINGS BK,PA,0,4,1,0,0,1,0,N,N,100000,0,100000,90000,0
262,Spring Branch,TX,78070,CARDINAL BANK,VA,424990,2,1,0,2,0,2,Y,N,2000000,0,2000000,1800000,0
263,SARASOTA,FL,34231,REGIONS BANK,TN,621111,8,2,0,0,1,1,0,Y,149362,0,150000,127500,0
264,EDMONDS,WA,98020,EVERGREEN BUSINESS CAPITAL,WA,441110,20,1,20,0,0,0,N,N,657000,0,657000,657000,0
265,NEW HAVEN,CT,6513,CONNECTICUT COMMUN INVEST CORP,CT,0,30,1,0,0,0,0,N,N,208000,0,210000,210000,0
266,Raleigh,NC,27615,COASTAL FCU,NC,512110,1,1,0,1,0,1,Y,N,59493,0,20000,10000,0
267,LUBBOCK,TX,79413,LUBBOCK NATIONAL BANK,TX,0,1,1,0,0,1,0,N,N,58000,0,58000,52200,0
268,ALLEN,TX,75013,JPMORGAN CHASE BANK NATL ASSOC,IL,532210,1,1,2,1,0,1,Y,N,128684,0,50000,25000,1
269,NORTHVILLE,MI,48167,"FIRSTMERIT BANK, N.A.",MI,0,30,1,0,0,1,1,0,Y,33000,0,50000,40000,0
270,ORLANDO,FL,32818,BANK OF AMERICA NATL ASSOC,GA,0,6,1,0,0,1,0,Y,N,50000,0,50000,25000,0
271,NORWOOD,MA,2062,BAY COLONY DEVEL CORP,MA,0,10,1,2,8,1,0,N,N,200000,0,200000,200000,0
272,STILWELL,KS,66085,FIRST NATIONAL BANK OF OMAHA,NE,713110,14,2,0,0,1,0,N,N,560000,0,560000,476000,0
273,COVINGTON,KY,41006,U.S. BANK NATIONAL ASSOCIATION,KY,0,22,1,0,0,1,0,N,N,200000,0,200000,170000,0
274,PHOENIX,AZ,85034,SOUTHWESTERN BUS. FINANCING CO,AZ,0,10,1,9,10,1,1,0,N,311000,0,311000,311000,0
275,FREDERICKSBURG,VA,22407,RAPPAHANNOCK ECONOMIC DEVEL CO,VA,0,19,1,10,4,1,0,N,N,435000,0,449000,449000,0
276,NEW BRUNSWICK,NJ,8901,BANK OF AMERICA NATL ASSOC,NC,235990,16,1,2,16,1,1,T,N,100000,0,100000,50000,0
277,LOS ANGELES,CA,90034,LOS ANGELES CNTY SMALL BUS. DE,CA,0,9,1,5,4,1,0,N,N,171000,0,172000,172000,0
278,DAYTON,TN,37321,FIRST BANK OF TENNESSEE,TN,722211,30,2,0,0,15700,2,N,N,150000,0,150000,127500,1
279,LAKEWAY,TX,78734,"HORIZON BANK, SSB",TX,326199,35,1,5,40,1,1,Y,N,120000,0,120000,60000,0
280,UNION CITY,CA,94587,CALIFORNIA BANK & TRUST,CA,322223,8,1,2,8,0,1,Y,N,215063,0,100000,50000,0
281,CARBONDALE,CO,81623,ALPINE BANK,CO,0,15,1,0,0,1,0,N,Y,26500,0,26500,23850,0
282,BREWER,ME,4412,BANGOR SAVINGS BANK,ME,441310,2,1,0,0,1,2,0,Y,79580,0,79580,67643,0
283,LOS ANGELES,CA,90016,GOVERMNET FUNDING CALBIDCO,CA,0,33,1,0,0,1,0,N,N,90600,0,90600,81540,0
284,SMITHFIELD,UT,84335,MOUNTAIN W. SMALL BUS. FINAN,UT,0,4,1,2,0,1,0,0,N,141000,0,141000,141000,0
285,MOSCOW,ID,83843,U.S. BANK NATIONAL ASSOCIATION,OH,0,64,1,0,0,1,0,N,N,340383,0,340383,289326,1
286,NEW YORK,NY,10022,JPMORGAN CHASE BANK NATL ASSOC,IL,561320,2,1,0,2,1,1,0,N,100000,0,100000,50000,0
287,VISTA,CA,92084,CALIFORNIA BANK & TRUST,CA,315228,2,1,31,2,1,1,0,N,1000000,0,1000000,750000,0
288,BROOKLYN,NY,11215,JPMORGAN CHASE BANK NATL ASSOC,IL,812112,5,1,3,3,0,1,Y,N,70839,0,50400,25200,0
289,SPRINGFIELD,MO,65807,LIBERTY BANK,MO,722410,10,2,0,0,1,1,0,Y,38000,0,38000,32300,1
290,LAFAYETTE,IN,47904,REGIONAL DEVELOPMENT COMPANY,IN,332710,5,1,11,0,1,1,0,N,139000,0,139000,139000,0
291,Newbury Park,CA,91320,WELLS FARGO BANK NATL ASSOC,SD,812112,4,2,0,4,0,1,N,N,205000,0,205000,153750,1
292,NEW HAVEN,CT,6512,WELLS FARGO BANK NATL ASSOC,SD,0,5,1,0,0,1,0,N,N,1000000,0,1000000,750000,0
293,AVONDALE,AZ,85323,SOUTHWESTERN BUS. FINANCING CO,AZ,441221,1,2,30,0,1,1,0,N,1061000,0,1065000,1065000,0
294,VIENNA,OH,44473,THE HUNTINGTON NATIONAL BANK,OH,551112,15,1,2,13,1,2,Y,N,40000,0,40000,20000,0
295,NANTUCKET (CENSUS NAME FOR NAN,MA,2554,BANK OF AMERICA NATL ASSOC,RI,541940,1,1,0,1,1,1,Y,N,17466,0,11400,5700,0
296,SHOSHONE,ID,83352,WELLS FARGO BANK NATL ASSOC,SD,421930,20,1,0,0,1,0,0,N,716000,0,716000,537000,1
297,SACRAMENTO,CA,95824,BANK OF THE WEST,CA,326199,2,1,0,2,1,1,0,N,176000,0,176000,132000,0
298,NAPERVILLE,IL,60540,U.S. BANK NATIONAL ASSOCIATION,IL,0,1,1,0,0,85150,0,N,N,135000,0,135000,121500,1
299,MORGANTOWN,WV,26505,WEST VIRGINIA CERT. DEVEL CORP,WV,0,15,2,15,0,10528,0,N,N,470000,0,471000,471000,0
300,COLONIAL HEIGHTS,VA,23237,NEWTEK SMALL BUS. FINANCE INC.,NY,721110,30,2,0,0,67759,1,N,N,1500000,0,1500000,750000,0
301,SAN LUIS OBISPO,CA,93401,COMMUNITY W. BANK NATL ASSOC,CA,0,13,1,0,0,1,0,N,N,75000,0,75000,67500,0
302,MARIETTA,GA,30135,REGIONS BANK,GA,0,4,2,0,0,1,0,N,N,90000,0,90000,81000,0
303,VENETIA,PA,15367,BNY MELLON NATL ASSOC,PA,0,2,2,0,0,1,0,N,Y,22000,0,22000,19800,0
304,JEFFERSONTOWN,KY,40299,"PNC BANK, NATIONAL ASSOCIATION",KY,0,2,1,0,0,1,0,N,N,58500,0,58500,52650,0
305,BATTLE LAKE,MN,56515,1ST NATL BK OF HENNING,MN,0,2,1,0,0,1,0,N,N,62000,0,62000,54560,0
306,TUCSON,AZ,85705,JPMORGAN CHASE BANK NATL ASSOC,IL,561730,1,2,0,1,1,1,Y,N,91502,0,25000,12500,0
307,Grottoes,VA,24441,SUNTRUST BANK,GA,423990,1,2,0,1,1,2,N,N,6250,0,22000,11000,0
308,MANSFIELD,OH,44907,KEYBANK NATIONAL ASSOCIATION,OH,0,4,1,0,0,1,0,N,Y,55000,0,55000,44000,0
309,WEATHERFORD,OK,73096,BANK OF HYDRO,OK,0,4,2,0,0,1,0,N,N,45000,0,45000,40500,0
310,AUMSVILLE,OR,97325,BANK OF AMERICA NATL ASSOC,NC,423310,1,1,0,1,0,2,N,N,18000,0,10000,5000,1
311,GAINESVILLE,FL,32641,"BUSINESS LOAN CENTER, LLC",SC,339999,1,1,1,1,1,1,0,N,25000,0,25000,21250,1
312,WILLISTON,ND,58801,FIRST NATL BK & TR CO OF WILLI,ND,0,6,1,0,0,1,0,Y,N,150000,0,150000,112500,0
313,NEW MILFORD,CT,6776,BANK OF AMERICA NATL ASSOC,NC,0,5,1,0,0,1,0,N,N,95000,0,95000,71250,0
314,QUINCY,MA,2169,"BUSINESS LOAN CENTER, LLC",SC,0,7,1,0,0,1,0,N,N,340000,0,340000,255000,0
315,NEW YORK,NY,10020,"CITIBANK, N.A.",SD,0,4,2,0,0,1,0,N,N,210000,0,210000,178500,0
316,AUSTIN,TX,78758,JPMORGAN CHASE BANK NATL ASSOC,IL,621111,5,1,0,5,0,1,Y,N,100000,0,100000,50000,0
317,PHILADELPHIA,PA,19125,WELLS FARGO BANK NATL ASSOC,PA,0,150,1,0,0,1,0,N,N,300000,0,300000,255000,0
318,FARGO,ND,58103,VISIONBANK,ND,448120,20,2,5,20,0,1,N,N,35000,0,35000,35000,1
319,ST JOSEPH,MO,64501,"MO-KAN DEVELOPMENT, INC.",MO,0,10,1,10,0,1,0,N,N,269000,0,269000,269000,0
320,SAN JOSE,CA,95120,WELLS FARGO BANK NATL ASSOC,CA,811121,30,1,0,30,1,1,0,N,1293600,0,1293600,749990,0
321,Baltimore,MD,21222,MANUFACTURERS & TRADERS TR CO,NY,238990,5,1,0,5,1,1,Y,N,35580,0,25000,12500,0
322,KENOSHA,WI,53142,BANKS OF WISCONSIN,WI,621310,2,1,0,0,1,1,0,Y,47500,0,47500,40375,0
323,BOUNTIFUL,UT,84010,ZIONS FIRST NATIONAL BANK,UT,451130,1,1,4,1,1,1,0,N,120000,0,120000,102000,0
324,WICHITA,KS,67208,ANDOVER STATE BANK,KS,235610,3,2,0,0,1,0,,Y,25000,0,25000,22500,0
325,ATLANTA,GA,30316,BANK OF AMERICA NATL ASSOC,NC,453998,8,1,0,8,0,1,Y,N,29972,0,20000,10000,0
326,Columbia,MO,65201,COMMERCE BANK,MO,522310,1,1,0,1,0,1,N,N,60000,0,60000,30000,0
327,NORWOOD,NJ,7648,VALLEY NATIONAL BANK,NJ,421860,8,1,0,0,1,0,N,N,300000,0,300000,255000,0
328,TAMPA,FL,33624,FLORIDA BUS. DEVEL CORP,FL,524210,7,1,5,0,1,1,0,N,206000,0,206000,206000,0
329,OREM,UT,84058,MOUNTAIN AMERICA FCU,UT,541611,24,1,1,25,0,1,Y,N,30000,0,30000,15000,1
330,DEER PARK,NY,11729,BANK OF AMERICA NATL ASSOC,RI,235310,10,1,0,10,1,1,Y,N,37749,0,20000,10000,0
331,PHILADELPHIA,PA,19128,"READYCAP LENDING, LLC",CA,811113,3,2,0,3,1,0,0,N,94500,0,94500,75600,0
332,CINCINNATI,OH,45236,WELLS FARGO BANK NATL ASSOC,SD,443130,7,1,0,0,1,0,0,N,397000,0,397000,297750,0
333,REDLANDS,CA,92374,FIRST-CITIZENS BK & TR CO,NC,721110,1,2,0,0,67759,1,N,N,353082,0,1333000,999750,0
334,TULARE,CA,93274,CENTRAL VALLEY COMMUNITY BANK,CA,621210,5,1,0,0,1,0,N,N,110000,0,110000,99000,0
335,INGLEWOOD,CA,90303,CALIFORNIA BANK & TRUST,CA,811111,3,1,0,0,1,1,N,N,206000,0,206000,154500,0
336,SUN PRAIRIE,WI,53590,U.S. BANK NATIONAL ASSOCIATION,OH,442110,5,1,0,5,0,2,Y,N,48930,0,28000,14000,0
337,WARRENTON,VA,20186,BRANCH BK. & TR CO,NC,541219,4,1,4,4,0,2,Y,N,194121,0,125000,62500,0
338,YORK,PA,17401,CITIZENS BANK NATL ASSOC,RI,238190,1,1,0,1,0,1,Y,N,1000,0,1000,500,0
339,ATHENS,AL,35613,CAPITAL ONE NATL ASSOC,VA,453220,3,1,0,3,0,2,N,N,20000,0,20000,10000,1
340,Las Vegas,NV,89103,COMPASS BANK,AL,621210,1,2,3,1,0,1,N,N,630000,0,630000,567000,0
341,DERBY,KS,67037,COMMERCE BANK,MO,541219,1,1,0,1,0,2,T,N,41719,0,15000,7500,1
342,CULPEPER,VA,22701,"BUSINESS FINANCE GROUP, INC.",VA,0,25,1,13,0,1,0,N,N,434000,0,434000,434000,0
343,FAIRVIEW HEIGHTS,IL,62208,U.S. BANK NATIONAL ASSOCIATION,OH,446120,4,2,0,4,0,1,Y,N,81099,0,20000,10000,0
344,LOS ANGELES,CA,90067,BANK OF AMERICA NATL ASSOC,NC,541110,12,1,0,0,1,1,Y,N,75000,0,75000,37500,0
345,SEATTLE,WA,98199,BANK OF AMERICA NATL ASSOC,NC,424460,2,2,0,2,0,1,Y,N,13500,0,10000,5000,0
346,PITTSBURGH,PA,15222,CITIZENS BANK NATL ASSOC,RI,0,66,1,0,0,1,0,N,N,135000,0,135000,114750,0
347,LUXEMBURG,WI,54217,WISCONSIN BUS. DEVEL FINAN COR,WI,0,205,1,21,0,1,0,N,N,497000,0,497000,497000,0
348,PHILA,PA,19146,WELLS FARGO BANK NATL ASSOC,PA,0,3,2,0,0,1,0,N,Y,50000,0,50000,40000,0
349,MOORPARK,CA,93021,BANK OF AMERICA NATL ASSOC,NC,421420,5,1,0,5,1,1,N,N,50000,0,50000,25000,1
350,HILLSBORO,OR,97124,U.S. BANK NATIONAL ASSOCIATION,OR,0,4,1,0,0,1,0,N,N,27200,0,27200,21760,0
351,BRANDON,MS,39074,TRUSTMARK NATIONAL BANK,MS,541940,3,2,0,0,1,1,0,Y,51250,0,51250,43562,0
352,BOCA RATON,FL,33428,REGIONS BANK,AL,339942,4,2,0,0,1,1,0,Y,150000,0,150000,127500,0
353,LITTLETON,CO,80120,GE CAP. SMALL BUS. FINAN CORP,TX,621310,2,1,0,2,1,1,0,N,387000,0,389700,292275,0
354,NEWPORT,ME,4444,BANK OF AMERICA NATL ASSOC,RI,233210,6,1,0,6,1,2,Y,N,255331,0,100000,50000,0
355,FAIRVIEW,OK,73737,THE BANK OF KREMLIN,OK,484121,2,1,1,1,1,1,0,N,25300,0,25300,12650,0
356,BRUNSWICK,GA,31520,COASTAL AREA DISTRICT DEVEL AU,GA,0,6,1,6,0,1,0,N,N,198000,0,198000,198000,0
357,MASSATEQUA,NY,11758,CAPITAL ONE NATL ASSOC,VA,531210,1,1,1,1,0,1,N,N,25000,0,25000,12500,1
358,HENRY,IL,61537,"PNC BANK, NATIONAL ASSOCIATION",IL,624410,3,2,0,0,1,0,N,Y,66257,0,66257,59631,0
359,GREENSBORO,NC,27406,FIRST-CITIZENS BK & TR CO,NC,0,6,1,0,0,35705,0,N,N,60000,0,60000,51000,0
360,SUGAR LAND,TX,77479,WELLS FARGO BANK NATL ASSOC,SD,238990,1,1,2,3,1,1,Y,N,386828,0,60000,30000,0
361,TOOELE,UT,84074,KEYBANK NATIONAL ASSOCIATION,UT,541940,9,1,0,0,1,0,0,N,188000,0,188000,141000,0
362,HOUSTON,TX,77093,JPMORGAN CHASE BANK NATL ASSOC,IL,421330,15,1,0,15,1,1,0,N,68000,0,68000,34000,0
363,SAN ANGELO,TX,76904,1ST NATL BK OF SONORA,TX,0,10,2,0,0,1,0,N,Y,100000,0,100000,90000,0
364,MYSTIC,CT,6355,SAVINGS INST. BK & TR CO,CT,541211,6,2,0,6,1,2,Y,N,124295,0,50000,25000,0
365,MEDFORD,OR,97501,U.S. BANK NATIONAL ASSOCIATION,OH,0,32,1,0,0,1,0,N,N,350000,0,350000,262500,0
366,MINNEAPOLIS,MN,55408,WELLS FARGO BANK NATL ASSOC,SD,0,9,1,0,1,1,1,0,N,344500,0,344500,258375,0
367,ROANOKE,VA,24011,BRANCH BK. & TR CO,VA,448120,4,1,0,0,1,0,,Y,70000,0,70000,56000,0
368,OKLAHOMA CITY,OK,73128,"BANK SNB, NATIONAL ASSOCIATION",OK,334290,40,1,0,0,1,1,N,N,1100000,0,1100000,825000,0
369,JUPITER,FL,33469,BANK OF AMERICA NATL ASSOC,NC,561990,1,2,2,1,0,1,Y,N,10000,0,10000,5000,0
370,PEARLAND,TX,77581,COMERICA BANK,TX,0,1,2,0,0,81630,0,0,N,106000,0,106000,79500,0
371,HICKORY,NC,28602,FIRST-CITIZENS BK & TR CO,NC,235520,9,1,0,0,1,1,0,Y,64400,0,64400,54740,0
372,EDMOND,OK,73034,BANCFIRST,OK,236115,1,1,0,1,0,1,Y,N,1092634,0,700000,525000,0
373,MAHTOWA,MN,55707,WOODLANDS NATIONAL BANK,MN,238910,6,1,0,6,0,2,N,N,98000,0,98000,88200,0
374,PLYMOUTH,MN,55441,ASSOCIATED BANK NATL ASSOC,MN,311811,130,1,0,130,1,1,0,N,600000,0,600000,450000,0
375,FYFFE,AL,35971,BANCORPSOUTH BANK,AL,0,1,1,0,0,1,0,N,Y,63000,0,63000,50400,0
376,BREA,CA,92821,JPMORGAN CHASE BANK NATL ASSOC,NV,235520,7,1,0,0,1,1,N,N,71724,0,90000,72000,1
377,LAKE ELSINORE,CA,92530,WELLS FARGO BANK NATL ASSOC,SD,238350,5,1,1,1,1,1,Y,N,391687,0,225000,112500,1
378,LEAWOOD,KS,66209,"READYCAP LENDING, LLC",CA,812199,11,1,0,11,1,1,0,N,120000,0,120000,90000,1
379,INDEPENDENCE,OH,44131,JPMORGAN CHASE BANK NATL ASSOC,IL,445310,3,1,0,0,1,0,N,N,40000,0,40000,36000,0
380,CHARLTON,MA,1507,WELLS FARGO BANK NATL ASSOC,SD,441120,3,1,0,0,1,0,0,N,265000,0,275000,206250,0
381,HOWELL,NJ,7731,"COMMERCE BANK, A DIVISION OF",PA,713990,2,2,0,0,0,1,N,N,50000,0,95000,80750,0
382,RUSTON,LA,71270,COMMUNITY TRUST BANK,LA,0,6,2,0,0,1,0,N,N,113500,0,113500,102150,0
383,SACRAMENTO,CA,95823,WELLS FARGO BANK NATL ASSOC,SD,0,4,1,0,0,1,0,N,N,150000,0,150000,135000,0
384,WYOMING,MI,49509,FIFTH THIRD BANK,OH,451220,45,1,0,0,1,0,N,N,315000,0,315000,236250,0
385,MARINETTE,WI,54143,FARMERS & MERCHANTS BK & TR,WI,722110,15,1,2,15,0,2,Y,N,96229,0,50000,25000,0
386,SPRING CITY,PA,19475,NATIONAL PENN BANK,PA,722410,2,2,0,0,1,0,N,Y,100000,0,100000,90000,0
387,CAPE CORAL,FL,33909,REGIONS BANK,AL,238990,5,1,0,5,1,1,0,N,164000,0,164000,123000,1
388,ATLANTIC HIGHLANDS,NJ,7716,NEW MILLENNIUM BANK,NJ,444220,2,1,0,2,1,1,0,N,250000,0,250000,187500,0
389,SHREVEPORT,LA,71106,BANCORPSOUTH BANK,MS,621340,4,2,4,4,0,1,Y,N,131552,0,102000,51000,0
390,Houston,TX,77041,WELLS FARGO BANK NATL ASSOC,SD,332710,5,1,2,5,0,1,N,N,905500,0,905500,679125,0
391,ALLEN,TX,75013,"BANK OF TEXAS, A DIVISION OF",TX,621210,2,2,0,0,1,1,N,N,220000,0,220000,165000,0
392,PARIS,OH,44669,JPMORGAN CHASE BANK NATL ASSOC,IL,235420,3,1,2,1,1,2,Y,N,11664,0,12000,6000,1
393,WAKE FOREST,NC,27587,BRANCH BK. & TR CO,NC,453998,2,2,2,2,0,2,N,N,166500,0,166500,83250,1
394,MEDLEY,FL,33178,MERCANTIL COMMERCEBANK NATL AS,FL,335911,18,2,0,0,1,1,N,N,150000,0,150000,112500,1
395,HARTFORD,CT,6110,UPS CAPITAL BUSINESS CREDIT,CT,333513,20,1,0,20,1,0,0,N,305000,0,305000,228750,1
396,LOS ANGELES,CA,90065,COMMUNITY W. BANK NATL ASSOC,CA,447110,1,2,19,1,78760,1,0,N,2000000,0,2000000,1500000,0
397,ALBUQUERQUE,NM,87107,WELLS FARGO BANK NATL ASSOC,SD,0,1,2,0,0,1,0,N,Y,25000,0,25000,22500,0
398,SHERMAN,TX,75092,AMERICAN BANK OF TEXAS,TX,621340,12,1,0,0,1,1,0,Y,46128,0,55000,46750,0
